movie_id,release_year,cust_id,rating_year,rating_month,rating_day_of_week,rating
3668,2000,1935228,2005,11,0,1
15307,1996,1463139,2005,9,3,5
15425,1998,344444,2003,3,0,4
241,1959,1416729,2005,8,1,4
4545,1990,1457134,2004,10,6,1
5582,1980,346859,2005,2,5,5
2876,1997,2095910,2001,4,2,5
6042,2004,1541722,2004,10,5,2
17169,2004,751435,2005,6,1,3
3371,2003,1614424,2005,1,6,1
5317,2000,2377631,2003,12,0,3
6339,1995,1925266,2005,10,6,4
12293,1972,282736,2004,3,4,5
7127,1970,2178550,2005,9,1,5
17627,2001,2250738,2005,9,0,5
10337,1998,1132093,2005,1,6,1
9683,2002,227151,2005,3,2,4
15549,2000,1003143,2004,1,1,2
3700,2002,712394,2005,10,5,4
13481,1979,1829875,2003,7,2,4
13359,2002,2111967,2005,7,1,1
3333,2004,2309877,2005,2,1,3
15422,1985,1915183,2003,5,1,3
12878,2002,554383,2004,9,1,3
14963,1979,322497,2005,1,6,3
13298,1985,2485800,2005,12,3,5
5112,2000,740272,2004,1,3,4
14425,1980,2216190,2004,2,4,4
4656,2000,1945809,2002,9,1,2
16872,1993,2394448,2005,2,5,3
16377,1999,88654,2005,8,3,4
17672,2000,1064011,2005,8,2,5
8376,2000,363195,2004,5,6,4
14667,1989,2498236,2005,5,4,4
15107,2001,2347302,2004,12,5,5
10428,1984,1106378,2004,6,2,3
3397,1985,683824,2004,2,2,2
6615,1994,1039848,2005,2,3,5
14185,1964,1351312,2005,6,2,1
13602,1982,983069,2003,10,1,5
1659,1993,439818,2005,7,4,3
10835,1999,87529,2005,7,5,1
11283,1994,1730749,2005,9,3,5
9497,1985,1912690,2004,9,5,1
9645,2003,1440211,2004,4,6,3
524,1999,3423,2005,7,3,2
16644,2001,1544339,2004,3,1,2
3106,1990,2535601,2002,11,0,4
12246,1955,2584676,2004,2,3,1
10921,2003,1883925,2004,10,2,2
13384,1979,526081,2004,9,1,4
17324,2005,1907843,2005,8,0,4
9614,1979,572890,2004,1,4,5
15351,1972,2262767,2004,1,1,2
15609,2001,1317671,2005,3,0,5
16325,1968,1264940,2005,3,0,5
15062,1978,1879617,2005,7,2,3
8337,1990,918897,2004,11,0,4
16565,2001,1743409,2002,5,2,5
14909,1998,154669,2002,10,5,5
4339,2000,349407,2002,9,6,1
15563,2003,2299051,2005,11,0,5
15246,1992,2294864,2005,7,5,2
14358,1975,85562,2004,9,0,5
2152,2000,970623,2005,10,5,5
2372,2004,748086,2004,12,0,4
17215,1998,1246668,2005,8,3,5
4682,2002,1341353,2005,3,5,4
7057,2002,1713439,2005,4,3,5
1144,1991,1412067,2005,7,1,3
8049,1990,2267289,2005,1,5,2
6029,2001,1874542,2005,10,1,3
15124,1996,1966937,2005,8,0,4
10428,1984,372778,2004,5,4,4
8904,1997,1754957,2004,2,3,5
17154,1993,816179,2005,10,1,3
10080,2001,1847802,2004,7,1,5
313,2000,983881,2005,7,4,3
7160,1995,217266,2005,6,0,5
9242,1999,753107,2005,9,2,2
14358,1975,1163642,2005,5,6,5
9074,1986,471177,2004,7,2,3
2698,1976,1299989,2005,12,0,4
12739,2002,134771,2003,9,0,5
962,2002,107622,2005,6,5,3
16459,2002,1788632,2005,10,1,4
11771,2003,1570828,2004,2,0,2
4159,2002,1565215,2005,11,3,3
16169,1999,247479,2004,7,4,4
10778,2001,2263053,2005,9,6,5
4752,2000,572037,2004,10,2,3
6974,1995,1897994,2005,7,4,4
12317,1996,1566773,2004,9,1,5
17088,2000,2641041,2003,10,3,4
14856,1995,1265488,2005,5,0,4
6347,2000,531748,2003,9,3,4
9350,2004,123105,2004,9,1,2
1865,2004,327576,2004,11,1,3
10240,2001,987740,2002,8,2,2
15530,1992,2174575,2005,8,0,4
6347,2000,823883,2004,3,1,1
8545,2004,152980,2005,9,3,2
3463,1999,1145939,2004,4,3,4
14869,1982,1266917,2003,8,5,3
7513,2003,2399939,2005,7,1,4
1645,2003,439542,2003,12,6,4
8586,1972,756299,2005,8,5,4
4266,2004,1699537,2005,5,6,3
2319,2003,463201,2005,9,4,3
7364,1989,741895,2005,11,2,5
10379,2001,2482384,2002,8,6,1
1905,2003,162838,2005,5,5,5
7542,2004,1226672,2005,6,0,1
9330,1965,1713439,2004,11,4,4
10702,1994,1872926,2003,6,5,3
5151,1971,2343908,2004,9,5,3
580,1971,1765620,2005,2,2,4
2152,2000,301930,2005,10,1,3
16522,2004,2247627,2005,3,0,3
15702,1977,1734539,2003,8,4,4
11525,1996,1792064,2005,3,5,5
5181,2003,761770,2005,2,3,5
16361,2003,764837,2005,3,2,4
16128,1994,397585,2005,5,2,5
2128,1993,768684,2005,8,3,5
985,1999,345883,2005,1,1,4
2152,2000,544156,2005,6,5,1
8767,2001,70476,2002,7,4,4
5707,1998,1194698,2003,10,4,5
14312,1993,2040306,2004,3,2,3
4680,1942,1611338,2005,2,3,2
1719,2004,1910203,2005,8,0,1
1703,1998,1148740,2004,6,5,5
6849,1981,1425899,2004,11,6,4
15062,1978,2348971,2005,5,1,3
16465,1998,2565022,2004,1,3,4
17343,1995,2519993,2005,8,2,4
5732,1990,797226,2004,4,1,5
11127,1998,982331,2004,2,6,1
1632,2004,1271668,2005,9,4,2
7590,1987,108957,2005,11,0,3
4805,1993,2464424,2005,9,5,4
15856,1949,1569721,2005,9,3,5
6281,1994,1186406,2002,9,0,3
3147,1964,334185,2004,8,4,3
15844,2000,808161,2005,8,0,5
6720,2001,2170319,2004,9,0,4
16912,2000,1537958,2004,5,2,5
14258,1960,2604976,2005,4,2,3
8687,2002,1736331,2003,12,0,2
4356,2002,992739,2003,5,2,4
1100,2000,485152,2002,8,0,1
12500,1999,1848945,2005,3,3,4
6972,1998,560203,2000,10,1,5
2452,2001,2118690,2005,7,6,5
3513,1963,2636012,2003,11,2,4
1865,2004,1551213,2005,11,1,4
4932,1997,919719,2004,9,4,2
3494,1949,1538854,2005,4,4,3
9756,2002,568981,2004,10,1,4
15107,2001,523142,2005,1,2,5
7060,1999,585385,2005,9,2,3
8644,2002,2616793,2004,6,3,4
256,2000,1407758,2004,2,6,1
4262,1999,1974022,2004,4,6,2
17627,2001,1546326,2005,6,1,2
2580,2003,2340813,2005,6,6,5
4656,2000,873769,2003,1,3,4
1202,1983,270602,2004,7,0,3
16792,2001,1293202,2003,3,0,3
14660,1998,147712,2005,3,0,3
3433,1992,1673053,2005,4,3,3
1367,1993,1179115,2005,10,6,4
143,1997,274650,2004,6,6,5
6475,2004,1460210,2005,5,6,3
13488,2004,1619507,2005,11,0,1
2186,1995,632791,2005,12,4,4
8199,1985,2099469,2005,9,0,3
17053,2000,2602667,2002,11,6,3
17474,1964,1825484,2004,9,3,5
2882,1988,1344909,2004,5,4,3
3925,2003,2625392,2005,2,1,5
1174,1993,944144,2005,9,3,4
3590,1963,1211946,2005,6,5,5
2152,2000,91919,2005,2,3,4
14648,2003,231070,2004,3,1,4
2913,2004,705574,2005,7,3,5
16286,2002,2268839,2005,7,0,4
197,2004,769353,2005,4,3,3
6352,1984,2255747,2005,4,6,3
5843,2000,747959,2005,6,6,5
13056,1999,586976,2002,4,5,4
6274,1990,2398630,2005,7,3,4
6337,2001,813516,2005,8,5,5
14727,1975,405837,2005,7,5,3
15116,2004,467111,2004,8,0,3
16223,1958,2367141,2005,8,3,5
4883,1992,324092,2004,3,2,5
16113,2005,1290177,2005,7,5,4
4345,2002,1267645,2004,6,2,4
3151,2004,2147996,2005,9,4,4
11677,2001,1961106,2004,12,1,3
1810,1998,270763,2005,6,6,5
16193,1991,753924,2005,10,0,1
14889,1995,2345195,2005,11,1,3
1145,2001,550196,2004,6,3,5
8111,1978,2452906,2005,6,3,5
13082,1974,2171203,2005,12,4,4
12870,1993,491749,2004,12,1,4
11283,1994,2542415,2005,9,1,3
6656,2004,1378237,2005,8,2,5
5226,1998,1763133,2001,8,6,4
3433,1992,1122835,2005,4,0,3
14358,1975,2019470,2005,4,2,5
4520,1995,2538093,2004,11,0,2
11610,2002,293151,2002,10,6,5
16139,1991,2183668,2005,2,1,5
9110,1998,1515210,2005,6,6,4
17324,2005,181687,2005,12,6,3
12317,1996,1312904,2004,5,4,5
6702,1987,2491110,2005,10,6,4
2135,1997,1234983,2004,2,3,3
1703,1998,466674,2002,8,4,4
8818,1986,1981851,2005,4,0,3
16544,2002,1784835,2003,7,3,4
502,2003,639632,2005,3,5,4
3369,1939,1632915,2005,12,1,3
7617,1987,2222803,2005,11,3,2
10730,2002,1226471,2004,11,4,3
8989,2001,832750,2002,1,5,3
8393,2004,356468,2005,5,1,2
15472,1996,193184,2005,8,2,3
16707,2003,378591,2004,8,2,3
4783,1999,473328,2005,10,2,4
9673,2001,151821,2005,6,3,3
7523,1999,1387097,2005,1,6,3
4780,1985,1776634,2005,10,4,2
4951,2003,1403432,2005,1,6,3
12184,2002,836701,2004,7,1,3
6692,1999,2096022,2004,7,2,1
8159,1977,249413,2003,8,1,4
16063,1989,1159064,2004,10,1,3
1202,1983,1752911,2004,8,4,4
5807,2004,1764832,2005,11,2,1
16792,2001,2425581,2004,9,1,2
1110,2003,1193529,2005,11,0,5
9946,1995,272875,2005,10,1,4
9389,1996,2056324,2004,7,3,2
2391,2004,1995279,2004,11,2,4
7219,1987,619690,2004,11,5,3
3161,2001,860246,2003,9,4,3
11123,2004,1208443,2005,3,0,4
11468,2004,867295,2005,9,5,3
3617,1992,81373,2005,6,3,4
13195,1997,1546588,2004,4,0,4
5926,1999,710459,2005,7,1,4
13767,1983,1401310,2005,5,1,4
10277,1948,2238242,2005,8,1,5
859,1982,2193570,2004,11,2,3
12301,2002,2191201,2003,2,4,1
5137,1985,896628,2004,2,4,5
7786,2003,1280316,2004,8,1,4
11283,1994,28439,2005,3,4,5
7613,1982,2347299,2005,10,5,3
7237,1969,2342120,2004,11,1,3
14482,1995,499787,2005,11,1,4
16784,2005,2382875,2005,11,5,4
12224,1997,2596225,2005,8,1,3
16349,1997,2274659,2004,11,1,4
3864,2005,1287795,2005,10,0,5
3746,2003,980693,2005,10,5,3
14999,2003,489648,2004,7,2,2
9908,2005,924117,2005,12,4,4
12075,1999,2512828,2004,11,1,3
6366,2004,1886817,2005,1,2,3
11013,2001,1030008,2004,9,5,3
9265,1992,2311084,2005,5,0,4
5699,2002,559488,2005,9,0,5
9574,2002,1739133,2005,4,2,3
15853,2002,858014,2004,2,1,2
4906,1999,1829617,2001,7,1,3
17355,2004,507963,2005,8,4,3
15181,1998,484257,2004,6,3,2
6844,2001,2597473,2005,9,0,1
1193,1998,304566,2005,3,1,3
14634,1999,165337,2004,3,0,5
1102,2001,271369,2005,5,1,5
5317,2000,421684,2005,6,5,3
14601,1971,2513615,2005,10,0,3
4661,1999,1340396,2004,5,5,5
9800,2001,830603,2005,7,0,4
1224,1947,2151013,2005,9,6,5
6050,1985,2074685,2005,3,5,4
16438,1998,2491788,2004,7,4,3
11283,1994,1302225,2003,12,2,5
14670,1989,1935445,2004,5,0,3
13471,2004,1239780,2004,12,1,3
2200,2002,985495,2003,4,2,3
15171,1994,673604,2005,12,2,3
13471,2004,391521,2004,10,4,3
7630,1991,169311,2004,12,2,2
8717,1963,146239,2004,12,4,4
6350,1998,2082025,2005,4,1,4
16698,1986,874451,2005,4,6,4
11443,2002,803441,2003,10,3,4
9049,1997,262646,2005,3,1,4
4778,1994,2247785,2004,8,4,4
13628,2005,2252756,2005,9,1,4
9617,1998,210338,2005,8,1,2
4037,2003,1402800,2005,11,0,5
5293,1992,2090015,2005,1,5,4
15481,2001,2163438,2005,2,2,3
16265,1977,1973511,2005,8,5,4
14505,1994,930255,2005,9,3,5
692,1992,569246,2004,10,5,4
9340,2001,480544,2005,8,6,5
3333,2004,1691107,2005,2,1,2
3239,2001,442657,2005,9,4,4
17627,2001,2397057,2005,5,4,5
7563,1998,1568621,2005,4,0,3
15788,2003,287712,2005,7,0,3
13860,1997,586729,2004,5,1,3
14667,1989,1258715,2002,5,2,4
17467,1977,1176763,2004,4,0,2
16380,2004,1294814,2005,7,4,4
11330,1950,223923,2005,2,4,2
12890,1976,196021,2003,5,4,3
3938,2004,1875648,2005,5,5,5
13774,2000,1315963,2002,9,2,3
14644,2004,780100,2005,6,1,3
14454,2003,2075519,2005,3,0,5
2171,2003,2149355,2004,8,0,4
3817,1994,2540406,2005,9,3,5
6971,1986,1913595,2005,6,2,4
4524,1988,1629981,2003,12,4,5
5181,2003,2385886,2004,4,0,3
9359,1986,2216450,2005,11,1,5
6450,2002,580963,2004,9,0,5
1393,1998,1767551,2002,9,4,4
7617,1987,314385,2004,10,6,3
2040,1991,904608,2005,10,1,4
2457,2004,1628654,2005,2,4,4
7642,1940,1722344,2004,1,6,2
2200,2002,1211273,2003,6,1,3
2001,1992,385781,2004,10,1,3
11315,2000,2410720,2005,8,0,3
17534,1996,940349,2005,2,0,3
14646,1989,847863,2004,9,3,4
14776,1956,2565568,2005,11,1,4
10042,1981,1257663,2005,2,4,5
13728,2000,1510669,2004,4,1,5
12672,2001,1156561,2005,9,3,3
11283,1994,2519878,2005,9,3,5
10625,2002,1466356,2005,6,3,5
7917,1997,1700556,2005,4,3,5
16343,2002,2146949,2004,6,4,2
13860,1997,1069902,2004,7,2,2
299,2001,391012,2002,10,1,5
5181,2003,423244,2005,9,3,3
15124,1996,1537612,2004,7,2,4
5345,2004,805412,2005,11,5,4
10894,2001,355766,2005,4,4,2
9205,1989,1966227,2004,1,1,5
2112,2003,1537482,2005,8,4,1
3106,1990,214007,2005,1,0,4
16954,1989,1370968,2005,6,5,4
3320,2002,1668394,2005,9,4,5
7886,2000,2038196,2004,12,3,3
15424,1989,1084626,2000,3,5,1
5293,1992,2410200,2005,8,0,3
7223,2001,2445183,2005,11,4,3
4177,1988,2408493,2005,9,0,4
14367,1998,907205,2001,11,2,4
4418,2000,1212829,2003,1,4,4
8447,2001,1634110,2005,10,0,5
4972,2003,252251,2004,9,1,4
4147,1988,1550627,2002,3,6,3
12246,1955,230252,2005,6,4,5
12500,1999,1799084,2005,5,1,5
6195,2004,89417,2005,8,4,3
17560,1984,2333075,2004,3,3,4
16272,2000,1821339,2005,1,0,4
4847,1989,43816,2000,2,2,4
10678,1962,1460776,2005,2,0,3
5112,2000,211927,2005,5,2,3
6837,1981,493009,2003,5,4,3
16664,1966,2108674,2005,6,0,3
12676,1982,1510343,2005,11,5,4
571,1999,2387572,2005,3,1,3
13601,1982,280167,2005,5,5,4
5836,2004,110390,2004,9,3,3
14961,2003,1261249,2005,6,2,5
16384,1993,838444,2005,10,4,4
1708,1936,1645559,2005,4,6,3
5033,1993,2256146,2005,1,3,5
3544,1968,1742759,2005,1,6,4
11152,1998,1773961,2005,8,1,4
12470,1996,412175,2005,1,4,5
13015,1987,1623687,2005,4,4,5
15154,1999,2518928,2004,4,4,4
16859,2004,630964,2005,6,5,3
16793,1973,1851048,2005,8,5,3
14317,2003,573434,2005,2,2,4
1794,1999,92242,2002,1,2,3
16201,1996,152155,2005,6,3,5
6482,1984,431594,2005,3,3,4
10429,2003,2307491,2005,11,2,5
14601,1971,2110064,2004,8,0,3
1251,2002,2393478,2005,4,3,3
1799,1990,2548546,2005,4,5,2
12781,2003,2344431,2005,11,0,2
15582,2002,458831,2003,7,5,3
16922,2003,1064607,2004,11,2,4
8644,2002,1757056,2005,6,0,4
12497,2000,2548357,2005,8,2,3
15578,1996,1723233,2005,4,0,4
14737,2002,895146,2005,7,0,4
6760,2002,289993,2003,5,1,3
8636,2003,2632070,2004,10,2,1
15393,1999,965763,2004,2,3,4
6329,1990,1352912,2004,6,5,3
8586,1972,1799970,2005,2,0,3
3756,2002,1777474,2003,6,3,3
2580,2003,774290,2004,2,0,3
5496,2004,754082,2005,5,2,4
1700,1996,42487,2002,3,4,4
6366,2004,1899020,2004,11,2,4
4996,2000,2636221,2005,10,0,3
7617,1987,234275,2004,2,6,4
3538,1988,2046582,2005,6,3,5
6029,2001,2346890,2005,6,1,4
290,2004,1051432,2005,4,6,4
2252,1992,2256708,2005,9,1,5
10421,2003,1939728,2004,10,0,3
11209,1983,1086186,2004,11,4,1
4778,1994,2633644,2004,1,5,5
14644,2004,1953981,2005,1,1,3
1962,2004,757584,2005,3,2,4
11307,2003,853020,2004,8,3,3
6268,1998,394784,2004,1,2,3
9983,2001,851078,2003,9,1,3
682,1998,592760,2002,10,2,4
14759,2002,2385469,2004,4,5,4
1466,1969,2016942,2005,6,0,1
1615,1995,584266,2005,1,0,3
1102,2001,710080,2003,5,2,3
2385,1999,2594918,2004,4,2,4
16948,2004,2045760,2005,5,4,3
571,1999,1568874,2004,11,0,5
2803,1995,2211133,2005,6,0,5
8623,1985,63131,2005,7,5,3
11888,1993,1407566,2001,5,4,4
11888,1993,1383748,2005,1,2,4
16128,1994,112312,2003,7,0,3
2467,2001,1575541,2002,12,2,3
12299,2001,2054879,2005,11,0,1
1861,2001,1932785,2004,2,0,3
1307,2003,1464750,2004,3,1,3
10212,1985,2345300,2004,11,0,3
3966,2004,2547874,2005,1,5,4
15409,2004,633045,2005,3,3,4
1799,1990,1798655,2003,9,2,3
10598,2004,2403799,2005,7,0,5
17008,2004,670404,2005,3,3,1
7145,1984,2497731,2005,2,6,4
